steps,avg_reward,collision_rate,episode_length
62300,33.5321327014218,0.0,40.0
62400,32.052129052771,0.0,40.0
62500,33.21213270142181,0.0,40.0
62600,33.5321327014218,0.0,40.0
62700,20.425466034755132,1.0,25.0
62800,33.451596011400845,0.0,40.0
62900,33.451592843152596,0.0,40.0
63000,33.0521327014218,0.0,40.0
63100,34.091897770281086,0.0,40.0
63200,32.4521326930919,0.0,40.0
63300,34.198026079543766,0.0,40.0
63400,9.067518060254978,1.0,11.0
63500,12.263868312757205,1.0,15.0
63600,8.117900118200106,1.0,10.0
63700,32.47879888867388,0.0,40.0
63800,14.171918358937162,1.0,16.0
63900,34.45136119044174,0.0,40.0
64000,9.054023395579108,1.0,11.0
64100,13.331417420984517,1.0,15.0
64200,33.53213269418678,0.0,40.0
64300,33.54472609188519,0.0,40.0
64400,32.652132701421806,0.0,40.0
64500,34.45136119044174,0.0,40.0
64600,33.3721327014218,0.0,40.0
64700,8.091051228913544,1.0,10.0
64800,32.038799304815505,0.0,40.0
64900,32.252132701421814,0.0,40.0
65000,32.172132701421816,0.0,40.0
65100,33.17159648343972,0.0,40.0
65200,33.372132701421805,0.0,40.0
65300,34.45101793082609,0.0,40.0
65400,33.383822502830135,0.0,40.0
65500,33.29213270142181,0.0,40.0
65600,32.225462386104326,0.0,40.0
65700,33.2121327014218,0.0,40.0
65800,33.06543989715705,0.0,40.0
65900,32.63877166114465,0.0,40.0
66000,34.2521327014218,0.0,40.0
66100,33.47825951088154,0.0,40.0
66200,33.211596483442115,0.0,40.0
66300,32.09213270142182,0.0,40.0
66400,8.091051228913544,1.0,10.0
66500,33.264929825105,0.0,40.0
66600,33.47825951088154,0.0,40.0
66700,33.0521327014218,0.0,40.0
66800,32.718795774694826,0.0,40.0
66900,8.160851324461241,1.0,10.0
67000,14.149278734205174,1.0,16.0
67100,32.62543837572172,0.0,40.0
67200,11.453333333333338,1.0,14.0
67300,36.61057480809338,0.0,40.0
67400,5.629056909549523,1.0,7.0
67500,33.65159759253583,0.0,40.0
67600,9.05540976850425,1.0,11.0
67700,9.895578847173187,1.0,12.0
67800,32.638799368088485,0.0,40.0
67900,9.854374821753103,1.0,12.0
68000,5.629056909549523,1.0,7.0
68100,34.477685398222604,0.0,40.0
68200,34.45101793082609,0.0,40.0
68300,33.0521327014218,0.0,40.0
68400,32.99825950981926,0.0,40.0
68500,7.307617662085076,1.0,9.0
68600,33.0521327014218,0.0,40.0
68700,33.70360920388619,0.0,40.0
68800,8.117900118200106,1.0,10.0
68900,19.17360350431401,1.0,22.0
69000,34.3313624060325,0.0,40.0
69100,12.263868312757205,1.0,15.0
69200,32.9317586058807,0.0,40.0
69300,33.944671824141146,0.0,40.0
69400,14.171918358937162,1.0,16.0
69500,32.73213270142181,0.0,40.0
69600,33.384721535790995,0.0,40.0
69700,32.50546603475515,0.0,40.0
69800,34.747501919808855,0.0,40.0
69900,32.01213270142181,0.0,40.0
70000,29.62530192637629,1.0,35.0
70100,32.9317586058807,0.0,40.0
70200,34.06492873705904,0.0,40.0
70300,33.451596011400845,0.0,40.0
70400,18.23999999999967,1.0,21.0
70500,34.530704547208266,0.0,40.0
70600,27.27999999999999,1.0,32.0
70700,34.3973778823651,0.0,40.0
70800,33.304926176485935,0.0,40.0
70900,34.41138260239832,0.0,40.0
71000,33.53213269418678,0.0,40.0
71100,34.4380278571084,0.0,40.0
71200,33.37213270140064,0.0,40.0
71300,19.173561688269363,1.0,22.0
